 Proto  Local Address          Foreign Address        State           PID
  TCP    192.168.0.104:11770    180.215.201.53:443     CLOSE_WAIT      1472
  TCP    192.168.0.104:11915    118.107.12.204:443     CLOSE_WAIT      1472
  TCP    192.168.0.104:12082    180.215.201.53:443     CLOSE_WAIT      1472
  TCP    192.168.0.104:12115    120.241.186.232:443    CLOSE_WAIT      23220
  TCP    192.168.0.104:12582    104.18.35.184:443      ESTABLISHED     23760
  TCP    192.168.0.104:13072    118.107.12.189:443     CLOSE_WAIT      1472
  TCP    192.168.0.104:13169    134.122.171.199:443    CLOSE_WAIT      1472
  TCP    192.168.0.104:13234    180.215.201.173:443    CLOSE_WAIT      1472
  TCP    192.168.0.104:13349    134.122.171.189:443    CLOSE_WAIT      1472
  TCP    192.168.0.104:13390    140.82.112.26:443      CLOSE_WAIT      34044
  TCP    192.168.0.104:13415    69.176.88.177:443      CLOSE_WAIT      1472
  TCP    192.168.0.104:13559    134.122.171.189:443    CLOSE_WAIT      1472
  TCP    192.168.0.104:13910    23.32.128.6:443        ESTABLISHED     15768
  TCP    192.168.0.104:14068    59.111.210.154:8080    ESTABLISHED     26364
  TCP    192.168.0.104:14113    117.184.242.158:443    ESTABLISHED     24908
  TCP    192.168.0.104:14203    134.122.171.189:443    CLOSE_WAIT      1472
  TCP    192.168.0.104:14288    134.122.171.189:443    CLOSE_WAIT      1472
  TCP    192.168.0.104:14383    134.122.171.189:443    CLOSE_WAIT      1472
  TCP    192.168.0.104:14429    120.241.186.18:443     CLOSE_WAIT      23220
  TCP    192.168.0.104:14446    134.122.171.189:443    CLOSE_WAIT      1472
  TCP    192.168.0.104:14458    118.107.12.189:443     CLOSE_WAIT      1472
  TCP    192.168.0.104:14504    134.122.171.189:443    CLOSE_WAIT      1472
  TCP    192.168.0.104:14522    180.215.201.173:443    CLOSE_WAIT      1472
  TCP    192.168.0.104:14585    118.107.12.189:443     CLOSE_WAIT      1472
  TCP    192.168.0.104:14658    118.107.12.204:443     CLOSE_WAIT      1472
  TCP    192.168.0.104:14721    118.107.12.204:443     CLOSE_WAIT      1472
  TCP    192.168.0.104:49511    52.139.250.253:443     ESTABLISHED     5644
  TCP    [::]:135               [::]:0                 LISTENING       1148
  TCP    [::]:445               [::]:0                 LISTENING       4
  TCP    [::]:1025              [::]:0                 LISTENING       872
  TCP    [::]:1103              [::]:0                 LISTENING       5952
  TCP    [::]:3011              [::]:0                 LISTENING       5488
  TCP    [::]:5357              [::]:0                 LISTENING       4
  TCP    [::]:11532             [::]:0                 LISTENING       24792
  TCP    [::]:33060             [::]:0                 LISTENING       5952
  TCP    [::]:49664             [::]:0                 LISTENING       928
  TCP    [::]:49665             [::]:0                 LISTENING       596
  TCP    [::]:49666             [::]:0                 LISTENING       1812
  TCP    [::]:49667             [::]:0                 LISTENING       1864
  TCP    [::]:49668             [::]:0                 LISTENING       4628
  TCP    [::1]:22               [::]:0                 LISTENING       34044
  TCP    [::1]:80               [::]:0                 LISTENING       34044
  TCP    [::1]:80               [::1]:6820             ESTABLISHED     34044
  TCP    [::1]:443              [::]:0                 LISTENING       34044
  TCP    [::1]:1024             [::]:0                 LISTENING       6352
  TCP    [::1]:6820             [::1]:80               ESTABLISHED     15284
  TCP    [::1]:9328             [::1]:2580             TIME_WAIT       0
  TCP    [::1]:9418             [::]:0                 LISTENING       34044
  UDP    0.0.0.0:123            *:*                                    36712
  UDP    0.0.0.0:500            *:*                                    5152
  UDP    0.0.0.0:3702           *:*                                    18824
  UDP    0.0.0.0:3702           *:*                                    18824
  UDP    0.0.0.0:3702           *:*                                    19328
  UDP    0.0.0.0:3702           *:*                                    19328
  UDP    0.0.0.0:4025           *:*                                    23220
  UDP    0.0.0.0:4500           *:*                                    5152
  UDP    0.0.0.0:5050           *:*                                    7068
  UDP    0.0.0.0:5353           *:*                                    30904
  UDP    0.0.0.0:5353           *:*                                    18736
  UDP    0.0.0.0:5353           *:*                                    34908
  UDP    0.0.0.0:5353           *:*                                    34908
  UDP    0.0.0.0:5353           *:*                                    2648
  UDP    0.0.0.0:5353           *:*                                    18736
  UDP    0.0.0.0:5353           *:*                                    30904
  UDP    0.0.0.0:5355           *:*                                    2648
  UDP    0.0.0.0:49665          *:*                                    5524
  UDP    0.0.0.0:49671          *:*                                    5444
  UDP    0.0.0.0:50582          *:*                                    30604
  UDP    0.0.0.0:50744          *:*                                    19328
  UDP    0.0.0.0:52379          *:*                                    30604
  UDP    0.0.0.0:53357          *:*                                    24792
  UDP    0.0.0.0:54924          *:*                                    30604
  UDP    0.0.0.0:56328          *:*                                    30604
  UDP    0.0.0.0:56329          *:*                                    30604
  UDP    0.0.0.0:56769          *:*                                    34044
  UDP    0.0.0.0:60066          *:*                                    18824
  UDP    0.0.0.0:60183          *:*                                    30604
  UDP    0.0.0.0:64297          *:*                                    23220
  UDP    0.0.0.0:64832          *:*                                    23220
  UDP    127.0.0.1:1900         *:*                                    35384
  UDP    127.0.0.1:5533         *:*                                    33068
  UDP    127.0.0.1:10050        *:*                                    19896
  UDP    127.0.0.1:38457        *:*                                    15284
  UDP    127.0.0.1:49664        *:*                                    5184
  UDP    127.0.0.1:53885        *:*                                    24788
  UDP    127.0.0.1:54024        *:*                                    23220
  UDP    127.0.0.1:54025        *:*                                    23220
  UDP    127.0.0.1:56966        *:*                                    35384
  UDP    127.0.0.1:57809        *:*                                    23220
  UDP    127.0.0.1:57810        *:*                                    23220
  UDP    127.0.0.1:57811        *:*                                    23220
  UDP    127.0.0.1:57812        *:*                                    23220
  UDP    127.0.0.1:57815        *:*                                    23220
  UDP    127.0.0.1:57816        *:*                                    23220
  UDP    127.0.0.1:57817        *:*                                    23220
  UDP    127.0.0.1:57818        *:*                                    23220
  UDP    127.0.0.1:58616        *:*                                    23220
  UDP    127.0.0.1:58617        *:*                                    23220
  UDP    127.0.0.1:58618        *:*                                    23220
  UDP    127.0.0.1:58619        *:*                                    23220
  UDP    127.0.0.1:59201        *:*                                    23220
  UDP    127.0.0.1:59202        *:*                                    23220
  UDP    127.0.0.1:59203        *:*                                    23220
  UDP    127.0.0.1:59204        *:*                                    23220
  UDP    127.0.0.1:59670        *:*                                    23220
  UDP    127.0.0.1:59671        *:*                                    23220
  UDP    127.0.0.1:59672        *:*                                    23220
  UDP    127.0.0.1:59673        *:*                                    23220
  UDP    127.0.0.1:59674        *:*                                    23220
  UDP    127.0.0.1:59675        *:*                                    23220
  UDP    192.168.0.104:137      *:*                                    4
  UDP    192.168.0.104:138      *:*                                    4
  UDP    192.168.0.104:1900     *:*                                    35384
  UDP    192.168.0.104:5353     *:*                                    5444
  UDP    192.168.0.104:56967    *:*                                    35384
  UDP    [::]:123               *:*                                    36712
  UDP    [::]:500               *:*                                    5152
  UDP    [::]:3702              *:*                                    18824
  UDP    [::]:3702              *:*                                    19328
  UDP    [::]:3702              *:*                                    19328
  UDP    [::]:3702              *:*                                    18824
  UDP    [::]:4500              *:*                                    5152
  UDP    [::]:5353              *:*                                    30904
  UDP    [::]:5353              *:*                                    18736
  UDP    [::]:5353              *:*                                    2648
  UDP    [::]:5353              *:*                                    34908
  UDP    [::]:5355              *:*                                    2648
  UDP    [::]:49672             *:*                                    5444
  UDP    [::]:50745             *:*                                    19328
  UDP    [::]:56769             *:*                                    34044
  UDP    [::]:60067             *:*                                    18824
  UDP    [::1]:1900             *:*                                    35384
  UDP    [::1]:5353             *:*                                    5444
  UDP    [::1]:56964            *:*                                    35384
  UDP    [fe80::d078:7087:ceff:7095%5]:1900  *:*                                    35384
  UDP    [fe80::d078:7087:ceff:7095%5]:56965  *:*                                    35384
